"Guide Title","Guide #","# of pages","Country","State/Province","Category/Subcategory","Authors","Date created","Year published","Language"
"Pando -- Cobija-Ecological Park Common Plants","121","2","Bolivia","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Julio Alberto Rojas Guamán, Robin B. Foster","","2002","English"
"Loreto -- Allpahauyo-Mishana Trees & Shrubs","120","10","Peru","","Shrubs and treelets, Trees, Plants, Plants","Robin B. Foster, Rodolfo Vásquez, Paul Fine, Italo Mesones, Heike Betz, Mary Giblin","","2003","English"
"Loreto -- Palms of Allpahauyo-Mishana","119","2","Peru","","Shrubs and treelets, Trees, Plants, Plants","Robin B. Foster, Italo Mesones, Heike Betz, Mary Giblin, Margaret R. Metz","","2002","English"
"Loreto -- Conspicuous Plants of Allpahauyo-Mishana","118","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Italo Mesones, Heike Betz, Mary Giblin","","2002","English"
"San Martín, Loreto -- Cordillera Azul Rare Plants & Landscapes","117","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Hamilton Beltrán, Bil Alverson","","2001","English"
"Minas Gerais -- Atlantic Forest conspicuous plants","116","2","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Julio Antonio Lombardi","","2002","English"
"Minas Gerais -- Conspicuous Plants of the Cerrados and Campos Rupestres","115","2","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Julio Antonio Lombardi","","2002","English"
"Minas Gerais -- Conspicous Plants of the Caatinga","114","2","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Julio Antonio Lombardi","","2002","English"
"Sucumbíos -- Serranías Cofán Climbers, Herbs, Epiphytes","111","32","Ecuador","","Plants, Climbers, Epiphytes, Terrestrial herbs","Roberto Aguinda, Eliberto Alvarado, Basilio Descanse, Jose Umenda, Robin B. Foster, Nigel Pitman, Carlos E. Cerón, Margaret R. Metz, Terra Theim","","2002","English"
"Sucumbíos -- Serranías Cofán Trees & Shrubs","110","44","Ecuador","","Plants, Shrubs and treelets, Trees","Roberto Aguinda, Eliberto Alvarado, Basilio Descanse, Jose Umenda, Robin B. Foster, Nigel Pitman, Carlos E. Cerón, Margaret R. Metz, Terra Theim","","2002","English"
"Sucumbíos -- Serranías Cofán Palms","109","2","Ecuador","","Plants, Shrubs and treelets, Trees","Roberto Aguinda, Robin B. Foster","","2002","English"
"Pará -- Useful Plants of the Capoeira","108","4","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees, Useful plants","Montserrat Rios, Manoel dos Reis Cordeiro","","2002","English"
"San Martín, Loreto -- Cordillera Azul Herbs","107","10","Peru","","Plants, Shrubs and treelets, Terrestrial herbs","Robin B. Foster, Hamilton Beltrán, Bil Alverson","","2002","English"
"San Martín, Loreto -- Cordillera Azul Climbers & Epiphytes","106","10","Peru","","Plants, Climbers, Epiphytes","Robin B. Foster, Hamilton Beltrán, Bil Alverson","","2001","English"
"Cusco -- Cosñipata San Pedro More Plants","105","12","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Heike Betz","","2001","English"
"Cusco -- Cosñipata Conspicuous Plants of San Pedro","104","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Heike Betz","","2001","English"
"Cusco -- Cosñipata Pillahuata More Plants","103","4","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Asunción Cano, Heike Betz, Blanca León, Tyana Wachter","","2001","English"
"Cusco -- Cosñipata Conspicuous Plants of Pillahuata","102","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Asunción Cano, Heike Betz, Blanca León, Tyana Wachter","","2001","English"
"Cusco -- Cosñipata Acjanaco More Plants","101","4","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Asunción Cano, Heike Betz, Blanca León, Tyana Wachter","","2001","English"
"Cusco -- Cosñipata, Conspicuous Plants of Acjanaco","100","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Asunción Cano, Heike Betz, Blanca León, Tyana Wachter","","2003","English"
"Cusco -- Machu Picchu Conspicuous Plants","98","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Norma Salinas R, Robin B. Foster, Heike Betz, Hamilton Beltrán, Mary Giblin, Tyana Wachter","","2004","English"
"Pasco -- Yanachaga, Sta. Barbara Common Plants","97","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Barbara D'Achille","","2001","English"
"Pasco -- Yanachaga, Palcazu Common Plants","96","6","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Barbara D'Achille","","2001","English"
"Pasco -- Yanachaga, Cerro Pajonal Common Plants","95","3","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz","","2001","English"
"Pasco -- Yanachaga, Plants of the  Estación Biológica Huampal","94","10","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz","","2001","English"
"Pasco -- Huancabamba Conspicuous Plants","93","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz","","2002","English"
"Pasco -- Yanachaga, San Alberto More Plants","92","10","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz","","2002","English"
"Pasco -- Yanachaga, San Alberto Conspicuous Plants","91","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz","","2002","English"
"São Paulo -- Fruits & Seeds of Myrtaceae","90","2","Brazil","","Plants, Fruits, Seeds, Shrubs and treelets, Trees","Maria Lucia Kawasaki, Marco Aurelio Pizo","","2001","English"
"Sucumbíos -- Serranías Cofán Rare Plants","89","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Nigel Pitman, Roberto Aguinda","","2002","English"
"Minas Gerais -- Cadeia Espinhaço Palms","88","2","Brazil","","Plants, Shrubs and treelets, Trees","Amauri Cesar Marcato, Jose Rubens Pirani","","2001","English"
"Jalisco -- Nevado Colima Mushrooms","87","2","Mexico","","Fungi and Lichens, Mushrooms","Laura Guzmán-Dávalos","","2001","English"
"Atlantic Coast -- Common Trees (Creole version)","86","2","Nicaragua","","Plants, Trees","Ray Garth, Robin B. Foster, Iñigo de la Cerda, John Vandermeer","","2001","English"
"Pinar del Rio -- Viñales Common Plants","84","6","Cuba","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Antonio López A., Pedro Herrera, Ramona Oviedo P., Robin B. Foster","","2001","English"
"Madre de Dios -- Los Amigos Palms","83","2","Peru","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Heike Betz, Hamilton Beltrán","","2001","English"
"Madre de Dios -- Los Amigos Herbs","82","6","Peru","","Plants, Terrestrial herbs","Hamilton Beltrán, Heike Betz, Robin B. Foster","","2001","English"
"Madre de Dios -- Los Amigos Climbers & Epiphytes","81","8","Peru","","Plants, Climbers, Epiphytes","Robin B. Foster, Heike Betz, Hamilton Beltrán","","2001","English"
"Madre de Dios -- Los Amigos Trees & Shrubs","80","30","Peru","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Heike Betz, Hamilton Beltrán","","2001","English"
"Senecio of Peru - common species","79","2","Peru","","Plants, Shrubs and treelets, Terrestrial herbs","Hamilton Beltrán","","2001","English"
"San Martín, Loreto -- Cordillera Azul Palms","78","4","Peru","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Hamilton Beltrán, Bil Alverson","","2001","English"
"San Martín, Loreto -- Cordillera Azul Trees & Shrubs","77","42","Peru","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Hamilton Beltrán, Bil Alverson","","2002","English"
"Marsupials","76","3","","","Animals, Mammals","Louise H. Emmons, Philip Myers","","2001","English"
"Atlántico Sur -- Herbs, Climbers, Epiphytes","75","4","Nicaragua","","Plants, Climbers, Epiphytes, Terrestrial herbs","Robin B. Foster, Iñigo de la Cerda, John Vandermeer","","2001","English"
"Atlántico Sur -- Trees & Shrubs","74","18","Nicaragua","","Plants, Shrubs and treelets, Trees","Ray Garth, Robin B. Foster, Iñigo de la Cerda, John Vandermeer","","2001","English"
"Atlántico Sur -- Palms","73","2","Nicaragua","","Plants, Shrubs and treelets, Trees","Ray Garth, Robin B. Foster, Iñigo de la Cerda, John Vandermeer","","2001","English"
"Pichincha -- Maquipucuna More Plants","72","8","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Grady Wabster","","2001","English"
"Orellana -- Yasuní Conspicuous Plants","71","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz, Tyana Wachter","","2001","English"
"Carchi -- Reserva El Angel Conspicuous Plants","70","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Heike Betz, Terra Theim, Margaret R. Metz","","2001","English"
"Loja, Zamora -- Podocarpus Park, San Francisco River Conspicuous Plants","69","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Tyana Wachter, Margaret R. Metz, Gretchen Baker","","2001","English"
"Loja -- Podocarpus Park - Cajanuma Conspicuous Plants","68","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Tyana Wachter, Gretchen Baker","","2001","English"
"Cotopaxi -- Volcán Cotopaxi Conspicuous Plants","67","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz, Gretchen Baker","","2002","English"
"Pichincha -- Refugio Pasochoa More Plants","66","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Carlos E. Cerón, Robin B. Foster, Carmen Ulloa, Peter M. Jorgensen","","2003","English"
"Pichincha -- Refugio Pasochoa Conspicuous Plants","65","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Carlos E. Cerón, Robin B. Foster, Carmen Ulloa, Peter M. Jorgensen","","2003","English"
"Pichincha Napo -- Papallacta Conspicuous Plants","64","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz, Gretchen Baker","","2002","English"
"Napo -- Cosanga, San Isidro More Plants","63","7","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz, Gretchen Baker","","2002","English"
"Napo -- Cosanga, San Isidro Conspicuous Plants","62","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz, Gretchen Baker","","2002","English"
"Pichincha -- Bellavista More Plants","61","6","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz, Gretchen Baker","","2001","English"
"Pichincha -- Bellavista Conspicuous Plants","60","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz, Gretchen Baker","","2001","English"
"Orellana -- Yasuní Palms","57","2","Ecuador","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Tyana Wachter, Margaret R. Metz","","2001","English"
"Palmas [Palms] of Peru - common species","56","6","Peru","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Heike Betz, Margaret R. Metz, Tyana Wachter, Mary Giblin","","2003","English"
"Arequipa -- Valle del Colca Conspicuous Plants","55","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Barbara D'Achille, Heike Betz, Margaret R. Metz, Nancy Hensold","","2002","English"
"Pando -- Tahuamanu Plants","54","25","Bolivia","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Narel Paniagua, Bil Alverson, Julio Alberto Rojas Guamán","","2002","English"
"Frogs of Malaysia","53","2","Malaysia","","Animals, Amphibians","Robert F. Inger","","2003","English"
"Sucumbíos -- Zabalo Cofán Useful Plants","52","2","Ecuador","","Plants, Climbers, Epiphytes, Fruits, Shrubs and treelets, Terrestrial herbs, Trees, Useful plants","Roberto Aguinda, Mauricio Mendua, Lorenzo Criollo, Robin B. Foster, Margaret R. Metz","","2000","English"
"Luzon -- Mt. Maquiling & Mt. Banahao Frogs","51","2","Philippines","","Animals, Amphibians","Arvin C. Diesmos","","1999","English"
"Mindanao -- non-flying Mammals","50","2","Philippines","","Animals, Mammals","Lawrence R. Heaney, Nina R. Ingle, Jodi L. Sedlock, Blas Tabaranza Jr","","1999","English"
"Mindanao -- Bats","49","2","Philippines","","Animals, Mammals","Nina R. Ingle, Jodi L. Sedlock, Lawrence R. Heaney","","1999","English"
"Mindanao -- Mt. Kitanglad common Trees & Shrubs","48","2","Philippines","","Shrubs and treelets, Trees, Plants, Plants","Nina R. Ingle, Renato Baylomo","","1999","English"
"Lichens on Leaves","47","2","","","Fungi and Lichens, Lichens","Robert Lücking, Marcela Cáceres","","1999","English"
"Moraceae common genera","46","4","","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs","Gabriela Nuñez, Robin B. Foster","","2000","English"
"Ficus [Figs] of Peru - common species","45","2","Peru","","Plants, Shrubs and treelets, Trees","Gabriela Nuñez, Robin B. Foster","","2001","English"
"Santa Cruz -- Chaco Trees & Shrubs","39","2","Bolivia","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Al Gentry, Israel Vargas, Marielos Peña","","2002","English"
"Cayo District -- Las Cuevas Roadside plants","33","3","Belize","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Caroline Whitefoord, Nancy C. Garwood, Nick Brokaw, Robin B. Foster, Sandra Knapp","","1999","English"
"Cayo District -- Las Cuevas Climbers & Epiphytes","32","2","Belize","","Plants, Climbers, Epiphytes","Caroline Whitefoord, Nancy C. Garwood, Robin B. Foster, Nick Brokaw","","1999","English"
"Cayo District -- Las Cuevas Understory","31","2","Belize","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Caroline Whitefoord, Nancy C. Garwood, Robin B. Foster, Nick Brokaw, Denis Adams","","1999","English"
"Cayo District -- Las Cuevas Trees","30","4","Belize","","Plants, Trees","Nick Brokaw, Robin B. Foster, Nancy C. Garwood, Caroline Whitefoord","","1999","English"
"Plants with Ants","29","2","","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Brenda Lin, Margaret R. Metz, Tyana Wachter","","2000","English"
"Jilin -- Common Mushrooms of the Changbai Mountains","28","2","China","","Fungi and Lichens, Mushrooms","Qiu-Xin Wu, Gregory Mueller","January, 1999","1999","English"
"Área del Canal -- Barro Colorado Common Animals","27","2","Panama","","Animals, Amphibians, Birds, Insects, Mammals, Reptiles, Spiders and scorpions","Robin B. Foster","","2005","English"
"Área del Canal -- Barro Colorado Conspicuous Shrubs","26","2","Panama","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Rolando Pérez, Sálomon Aguilar, Tyana Wachter","","2005","English"
"Área del Canal -- Barro Colorado Conspicuous Climbers","25","2","Panama","","Plants, Climbers","Robin B. Foster, Brenda Lin, Margaret R. Metz, Tyana Wachter","","1999","English"
"Área del Canal -- Barro Colorado Conspicuous Herbs","24","2","Panama","","Plants, Terrestrial herbs","Robin B. Foster, Brenda Lin, Margaret R. Metz, Tyana Wachter","","2005","English"
"Spiny plants","23","2","","","Plants, Climbers, Shrubs and treelets, Trees","Robin B. Foster, Brenda Lin, Margaret R. Metz, Tyana Wachter","","1999","English"
"Área del Canal -- Barro Colorado genus Psychotria","22","2","Panama","","Plants, Shrubs and treelets, Terrestrial herbs","Robin B. Foster, Rolando Pérez, Sálomon Aguilar, Tyana Wachter","","2005","English"
"Área del Canal -- Barro Colorado Conspicuous Trees","21","2","Panama","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Rolando Pérez, Sálomon Aguilar, Tyana Wachter","","2005","English"
"Minas Gerais -- Espinhaço mountain range Asclepiadoidae","19","14","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Alessandro Rapini","","2010","English"
"Varzea [Floodplain] common plants","18","2","Ecuador, Peru, Colombia, Brazil, Bolivia","","Plants, Other (Plants)","Robin B. Foster, Tyana Wachter, Margaret R. Metz","","1999","English"
"Understory conspicuous plants","17","2","Colombia, Ecuador, Peru, Brazil, Bolivia","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs","Robin B. Foster, Margaret R. Metz, Tyana Wachter","","1999","English"
